wavelength (nm),intensity ((uW/cm^2)/nm)
582.217,0.064528211
582.490,0.067023084
582.762,0.067665881
583.035,0.0677432
583.307,0.072947559
583.580,0.075851689
583.852,0.080605931
584.125,0.082290086
584.397,0.086006188
584.669,0.086549995
584.941,0.090179453
585.214,0.091191849
585.486,0.096733769
585.758,0.09683058
586.030,0.100837701
586.302,0.104925296
586.575,0.110125562
586.847,0.112605212
587.119,0.117186978
587.391,0.120261666
587.663,0.124379382
587.935,0.128207999
588.207,0.135486747
588.479,0.138284616
588.751,0.142118726
589.023,0.144604381
589.295,0.152109167
589.567,0.155644576
589.838,0.160534623
590.110,0.164288477
590.382,0.168410646
590.654,0.173809683
590.925,0.177048307
591.197,0.182088647
591.469,0.188439761
591.740,0.192297972
592.012,0.200043646
592.284,0.208940682
592.555,0.215934694
592.827,0.218569479
593.098,0.225608488
593.370,0.231720833
593.641,0.242450809
593.913,0.250100726
594.184,0.25808815
594.456,0.265901851
594.727,0.274463311
594.998,0.280565147
595.270,0.28860413
595.541,0.295644494
595.812,0.302680525
596.083,0.310808535
596.355,0.323308411
596.626,0.332608744
596.897,0.342284663
597.168,0.350093447
597.439,0.363035588
597.710,0.374169162
597.981,0.388797919
598.252,0.396514328
598.523,0.408439975
598.794,0.422274912
599.065,0.435065522
599.336,0.451615629
599.607,0.471428355
599.878,0.489458571
600.149,0.504554689
600.420,0.515516055
600.691,0.528899963
600.961,0.540977412
601.232,0.562177615
601.503,0.584673739
601.773,0.60981385
602.044,0.6313786
602.315,0.643588833
602.585,0.655927892
602.856,0.671101102
603.127,0.688468578
603.397,0.716204318
603.668,0.744214212
603.938,0.776907005
604.209,0.798931458
604.479,0.818143244
604.750,0.836745785
605.020,0.855391379
605.290,0.887333598
605.561,0.922246767
605.831,0.956188746
606.101,0.98583193
606.371,1.005357178
606.642,1.02893204
606.912,1.051842329
607.182,1.089198379
607.452,1.134008991
607.722,1.18094692
607.992,1.228170761
608.262,1.256816711
608.533,1.286286737
608.803,1.315351546
609.073,1.347642349
609.343,1.395688731
609.612,1.445215744
609.882,1.50000271
610.152,1.553170161
610.422,1.609815787
610.692,1.666284411
610.962,1.724731453
611.232,1.762975626
611.501,1.799781644
611.771,1.836703981
612.041,1.8769253
612.310,1.945076669
612.580,2.015318884
612.850,2.090367343
613.119,2.166521572
613.389,2.237443047
613.658,2.314875138
613.928,2.389583784
614.197,2.470400358
614.467,2.550028905
614.736,2.632586154
615.006,2.71420801
615.275,2.791588642
615.545,2.870176323
615.814,2.951355084
616.083,3.040419786
616.352,3.132509586
616.622,3.223490611
616.891,3.31908948
617.160,3.409998617
617.429,3.506520892
617.699,3.600801432
617.968,3.699431473
618.237,3.80970006
618.506,3.925220379
618.775,4.04634615
619.044,4.170101108
619.313,4.279627842
619.582,4.385548755
619.851,4.494464059
620.120,4.602275333
620.389,4.71305874
620.657,4.822482968
620.926,4.930315424
621.195,5.058532808
621.464,5.197931608
621.733,5.33713438
622.001,5.48251442
622.270,5.620894833
622.539,5.760079495
622.807,5.898573707
623.076,6.04571822
623.345,6.197426596
623.613,6.355122766
623.882,6.509984851
624.150,6.664576028
624.419,6.818192149
624.687,6.969586204
624.956,7.122176772
625.224,7.281169544
625.492,7.444359363
625.761,7.606836844
626.029,7.772663198
626.298,7.951093227
626.566,8.123299187
626.834,8.296849075
627.102,8.456940868
627.370,8.601006709
627.639,8.741341928
627.907,8.873198564
628.175,9.024019005
628.443,9.175092576
628.711,9.317038557
628.979,9.445660815
629.247,9.57840088
629.515,9.692152926
629.783,9.796024422
630.051,9.882725063
630.319,9.931019217
630.587,9.966492533
630.855,9.982386674
631.122,9.97707225
631.390,9.953440492
631.658,9.903426064
631.926,9.828845099
632.194,9.699517975
632.461,9.542481479
632.729,9.359028003
632.997,9.157782386
633.264,9.006958934
633.532,8.831484748
633.799,8.646532207
634.067,8.420379542
634.334,8.121548625
634.602,7.809984364
634.869,7.489160449
635.137,7.190166346
635.404,6.910095876
635.671,6.633026243
635.939,6.346161657
636.206,6.041304522
636.473,5.737169904
636.741,5.434338258
637.008,5.144424961
637.275,4.875576454
637.542,4.613149093
637.809,4.363118558
638.077,4.120323225
638.344,3.884302503
638.611,3.656363667
638.878,3.444843081
639.145,3.24172153
639.412,3.058123564
639.679,2.883896746
639.946,2.718413016
640.213,2.550299821
640.479,2.388875576
640.746,2.239129448
641.013,2.100526513
641.280,1.982553632
641.547,1.870282517
641.814,1.767208043
642.080,1.66794211
642.347,1.564155512
642.614,1.473041565
642.880,1.385530483
643.147,1.301072001
643.413,1.227520886
643.680,1.163702272
643.947,1.100149791
644.213,1.042080629
644.480,0.983482675
644.746,0.927732051
645.012,0.873383823
645.279,0.821720991
645.545,0.775830514
645.812,0.733636289
646.078,0.694586004
646.344,0.658080105
646.610,0.6243703
646.877,0.590637639
647.143,0.553352215
647.409,0.525880517
647.675,0.493960311
647.941,0.464906188
648.207,0.439392994
648.473,0.420308359
648.740,0.403480329
649.006,0.38322808
649.272,0.367103681
649.537,0.348642567
649.803,0.330132875
650.069,0.314120974
650.335,0.297545632
650.601,0.28593301
650.867,0.271155682
651.133,0.260051532
651.398,0.252215121
651.664,0.245082669
651.930,0.23513088
652.196,0.223440129
652.461,0.212181214
652.727,0.203749411
652.992,0.193872943
653.258,0.186805747
653.524,0.179075714
653.789,0.170693892
654.055,0.165277322
654.320,0.160643665
654.586,0.158172714
654.851,0.153283297
655.116,0.146169144
655.382,0.140343527
655.647,0.136766344
655.912,0.135304157
656.178,0.129718114
656.443,0.128114081
656.708,0.123182092
656.973,0.120951552
657.239,0.118801491
657.504,0.115196111
657.769,0.108812356
658.034,0.105715154
658.299,0.103231234
658.564,0.102567807
658.829,0.100189115
659.094,0.100162366
659.359,0.095695955
659.624,0.090578302
659.889,0.086583567
660.154,0.08426815
660.418,0.081763274
660.683,0.07895838
660.948,0.076211231
661.213,0.077014523
661.477,0.071088607
661.742,0.068850959
662.007,0.063515442
662.271,0.061846012
662.536,0.056087252
662.801,0.054083971
663.065,0.055363952
663.330,0.054680197
663.594,0.051647247
663.859,0.048903367
664.123,0.045341015
664.388,0.044685511
664.652,0.040894842
664.916,0.038404044
665.181,0.036947129
665.445,0.039483894
665.709,0.03577084
665.974,0.036883292
666.238,0.037769057
666.502,0.036214922
666.766,0.03548543
667.030,0.039018609
667.294,0.037438988
667.559,0.040536922
667.823,0.037839067
668.087,0.037138415
668.351,0.039925993
668.615,0.03707663
668.879,0.033664577
669.143,0.035105172
669.406,0.03338882
669.670,0.034765651
669.934,0.033814224
670.198,0.032637937
670.462,0.029222747
670.726,0.031078575
670.989,0.026645212
671.253,0.029486725
671.517,0.031177235
671.780,0.027664289
672.044,0.031075456
672.307,0.030701336
672.571,0.033093585
672.835,0.033102121
673.098,0.028809008
673.362,0.029963687
673.625,0.028918388
673.888,0.030511326
674.152,0.030030198
674.415,0.031782196
674.679,0.029653696
674.942,0.029847184
675.205,0.031038695
675.468,0.029477002
675.732,0.029157869
675.995,0.025634196
676.258,0.0268152
676.521,0.031266008
676.784,0.029377489
677.047,0.029855737
677.310,0.028661535
677.573,0.027243134
677.836,0.027291856
678.099,0.027139837
678.362,0.024507185
678.625,0.024871802
678.888,0.021273833
679.151,0.02227016
679.414,0.022686188
679.677,0.02159834
679.939,0.017766739
680.202,0.018452068
680.465,0.019110746
680.728,0.017198091
680.990,0.016067541
681.253,0.014459009
681.516,0.01182555
681.778,0.011906056
682.041,0.011085854
682.303,0.015641147
682.566,0.01515523
682.828,0.012555
683.091,0.008861744
683.353,0.00906334
683.615,0.006827868
683.878,0.005112465
684.140,0.004165882
684.402,0.005092196
684.665,0.003128328
