wavelength (nm),intensity ((uW/cm^2)/nm)
724.455,0.013215129
724.713,0.010268709
724.970,0.010718456
725.228,0.007847188
725.486,0.00783203
725.744,0.006663714
726.001,0.009023213
726.259,0.004574853
726.517,0.009365894
726.774,0.007854091
727.032,0.014278282
727.289,0.013949034
727.547,0.01706868
727.804,0.014895207
728.062,0.016090187
728.319,0.014592045
728.577,0.016267567
728.834,0.014507346
729.091,0.013618439
729.349,0.01018696
729.606,0.010234643
729.863,0.00686315
730.120,0.005909569
730.378,-0.003238501
730.635,-0.003638031
730.892,-0.002343634
731.149,0.00018653
731.406,-0.004462643
731.663,0.001461295
731.920,0.001218382
732.177,-0.001962644
732.434,-0.003241175
732.691,-0.000157482
732.948,-0.001655975
733.205,-0.007212322
733.461,-0.00623596
733.718,-2.70231E-05
733.975,-0.002612251
734.232,-0.00352337
734.488,-0.005405527
734.745,-0.000107631
735.002,-0.003872451
735.258,-0.00398371
735.515,-0.00190013
735.772,0.001254962
736.028,0.001132089
736.285,0.004136417
736.541,0.01249771
736.797,0.014864985
737.054,0.012613156
737.310,0.011550842
737.567,0.012984562
737.823,0.011343078
738.079,0.011402239
738.336,0.013246285
738.592,0.010674189
738.848,0.011272303
739.104,0.008849803
739.360,0.010845012
739.616,0.006340906
739.872,0.000991528
740.129,-0.000826356
740.385,0.002808004
740.641,0.006625367
740.897,0.003548867
741.152,0.004972719
741.408,0.005502102
741.664,0.002045592
741.920,0.004508248
742.176,0.006009813
742.432,0.008015102
742.687,0.004897054
742.943,0.006544462
743.199,0.009391169
743.455,0.007942692
743.710,0.002419972
743.966,0.001555371
744.221,-4.76026E-05
744.477,-0.003185596
744.732,-0.008970951
744.988,-0.007637325
745.243,-0.010405578
745.499,-0.007574487
745.754,-0.00717907
746.010,-0.004507711
746.265,-0.001744079
746.520,0.001325252
746.776,0.001096942
747.031,0.0060013
747.286,0.006019105
747.541,0.008281825
747.796,0.014573619
748.051,0.020503594
748.307,0.018452588
748.562,0.023020411
748.817,0.018648567
749.072,0.019767844
749.327,0.013776998
749.582,0.016757647
749.836,0.015063428
750.091,0.014062386
750.346,0.013091203
750.601,0.012991667
750.856,0.006828559
751.111,0.002978527
751.365,-0.00015129
751.620,0.000695143
751.875,-0.00045394
752.129,-0.002414083
752.384,-0.00832511
752.639,-0.000894232
752.893,-0.007697484
753.148,-0.005352239
753.402,-0.004991252
753.657,-0.002694775
753.911,-0.002642875
754.165,0.00123335
754.420,0.003270324
754.674,0.004096755
754.928,0.005712703
755.183,0.00335703
755.437,0.005399462
755.691,0.008068347
755.945,0.00495196
756.200,0.009879682
756.454,0.00349384
756.708,0.004332869
756.962,0.000835817
757.216,0.004362258
757.470,0.008164539
757.724,0.008269068
757.978,0.006291867
758.232,0.006393219
758.486,0.005515805
758.740,0.006030037
758.993,0.004238597
759.247,0.003560697
759.501,0.001046006
759.755,0.001946118
760.008,0.00586523
760.262,0.010891071
760.516,0.008071872
760.769,0.007436708
761.023,0.005064064
761.276,0.007545634
761.530,0.00970019
761.783,0.011915571
762.037,0.010377176
762.290,0.015752958
762.544,0.016235222
762.797,0.015316884
763.050,0.013642566
763.304,0.010810927
763.557,0.007017637
763.810,0.009137628
764.063,0.005795265
764.317,0.008171798
764.570,0.003060788
764.823,0.005655504
765.076,0.004034952
765.329,0.008052052
765.582,0.00685795
765.835,0.006106527
766.088,0.009503859
766.341,0.012769667
766.594,0.010557559
766.847,0.00967287
767.100,0.001173775
767.353,0.001115935
767.605,0.000276821
767.858,0.001496669
768.111,-0.004328801
768.364,-0.00179475
768.616,-0.007196033
768.869,-0.008521672
769.121,-0.013357601
769.374,-0.017775712
769.627,-0.018330788
769.879,-0.014287607
770.132,-0.016979914
770.384,-0.011126274
770.636,-0.012489434
770.889,-0.008928641
771.141,-0.007514531
771.393,-0.005647325
771.646,-0.008448507
771.898,-0.007680603
772.150,-0.010203516
772.403,-0.002450341
772.655,0.003693875
772.907,0.006933992
773.159,0.002114799
773.411,0.002831529
773.663,0.000620345
773.915,0.002494133
774.167,0.000655792
774.419,0.004929768
774.671,-0.001820699
774.923,-0.002276541
775.175,-0.002458532
775.427,0.000702981
775.678,-0.003138338
775.930,-0.000747463
776.182,-0.007727984
776.434,-0.007934786
776.685,-0.006782717
776.937,-0.005305331
777.189,-0.006318275
777.440,-0.006342289
777.692,-0.012587324
777.943,-0.003718085
778.195,-0.004496664
778.446,-0.000187983
778.698,-0.005109978
778.949,-0.005156422
779.200,-0.010547063
779.452,-0.007046693
779.703,-0.00045581
779.954,-0.004758835
780.206,-0.00596069
780.457,-0.005848353
780.708,-0.007217361
780.959,-0.002310576
781.210,-0.002321551
781.461,0.001731139
781.712,-0.004631535
781.964,0.001274434
782.214,0.000570294
782.465,-0.000364574
782.716,-0.000928592
782.967,-0.003829863
783.218,0.002942088
783.469,0.005600703
783.720,0.005023651
783.971,0.00163736
784.221,0.002962673
784.472,0.001716524
784.723,-0.001816422
784.973,0.003355291
785.224,-0.000596528
785.475,0.002042967
785.725,0.003973456
785.976,0.005506122
786.226,0.003195414
786.477,-0.00011223
786.727,0.003810804
786.978,0.000120518
787.228,-0.002325343
787.478,-0.009030714
787.729,-0.006321859
787.979,-0.00507388
788.229,-0.011258806
788.479,-0.010645367
788.730,-0.012525214
788.980,-0.01402802
789.230,-0.018594848
789.480,-0.019584332
789.730,-0.019644728
789.980,-0.021980199
790.230,-0.014939391
790.480,-0.008127811
790.730,-0.000996912
790.980,-0.006882803
791.230,-0.007653441
791.480,-0.003271892
791.729,-0.003458917
791.979,-0.003951794
792.229,-0.005005296
792.479,0.001627918
792.728,0.000297389
792.978,0.00254232
793.228,-0.001215605
793.477,-0.005836687
793.727,-0.008485321
793.976,-0.009083651
794.226,-0.009443512
794.475,-0.00536947
794.725,-0.006454965
794.974,-0.007848592
795.224,-0.010572111
795.473,-0.008069103
795.722,-0.010657053
795.971,-0.005662885
796.221,-0.009530826
796.470,-0.009767328
796.719,-0.0098003
796.968,-0.006848393
797.217,-0.013014275
797.466,-0.011689374
797.716,-0.01719494
797.965,-0.010809297
798.214,-0.005852584
798.463,-0.000162969
798.711,-0.001252477
798.960,0.003893088
799.209,-7.92935E-05
799.458,0.005183823
799.707,0.003635043
799.956,0.011605053
800.204,0.006414499
800.453,0.00975403
800.702,0.010356168
800.950,0.015828565
801.199,0.008136331
801.448,0.007735887
801.696,0.005191708
801.945,0.003215878
802.193,0.000208702
802.442,0.002982804
802.690,0.000544856
802.938,0.002396632
803.187,-0.004125864
803.435,-0.00162066
803.683,-0.005836324
803.932,-0.008394722
804.180,-0.01192388
804.428,-0.011507695
804.676,-0.012111518
804.924,-0.012120379
805.173,-0.012590705
805.421,-0.013471369
805.669,-0.011247071
805.917,-0.011831166
806.165,-0.013861309
806.413,-0.007605657
806.661,-0.002768266
806.909,0.002542933
807.156,0.005866934
807.404,0.006839003
807.652,0.007697836
807.900,0.006199578
808.147,0.004312088
808.395,0.007978376
808.643,0.005422546
808.890,-0.000944108
809.138,-0.004521469
809.386,0.001585542
809.633,-0.001029397
809.881,-0.008197217
810.128,-0.008010364
810.376,-0.008816542
810.623,-0.012417133
810.870,-0.013898053
811.118,-0.017980865
811.365,-0.005584475
811.612,-0.006153165
811.860,-0.00251902
812.107,3.25776E-05
812.354,0.003173627
812.601,0.001801411
812.848,-7.24693E-06
813.095,0.001030931
813.342,5.44008E-06
813.589,0.001217245
813.836,0.000411924
814.083,0.004838867
814.330,0.007064389
814.577,-0.001889239
814.824,0.000720493
815.071,0.002378949
815.318,0.002768931
815.564,-0.002330897
815.811,0.000475901
816.058,0.001144805
816.305,0.002866074
816.551,0.00744018
816.798,0.005215943
817.044,0.010052591
817.291,0.010708764
817.537,0.0113767
817.784,0.00616469
818.030,0.000431936
818.277,-0.002799439
818.523,-0.00143091
818.770,0.004270938
819.016,0.001664686
819.262,0.004708851
819.508,-0.000272676
819.755,-0.000595258
820.001,0.003181128
820.247,0.001141816
820.493,-0.008071067
820.739,-0.004437727
820.985,-0.002957012
821.231,0.003979179
821.477,0.007929531
821.723,0.01039461
821.969,0.009775711
822.215,0.012049235
822.461,0.006852994
822.707,0.015883458
822.953,0.010036247
823.198,0.002495354
823.444,0.007161373
823.690,0.010546045
823.936,0.011545923
824.181,0.019246673
824.427,0.020040191
824.672,0.020466648
824.918,0.017508512
825.163,0.01929074
825.409,0.017442467
825.654,0.023011904
825.900,0.016688982
826.145,0.017141712
826.391,0.024285738
826.636,0.018522235
826.881,0.018148481
827.126,0.011296421
827.372,0.007166172
827.617,0.000933099
827.862,-0.007976676
828.107,-0.008539296
828.352,-0.01022417
828.597,-0.006455524
828.842,-0.013812452
829.087,-0.007943008
829.332,-0.00639333
829.577,-0.007987841
829.822,-0.011490165
830.067,-0.010408511
830.312,-0.007555263
830.557,-0.0088897
830.801,-0.008099741
831.046,-0.002417122
831.291,0.003126082
831.535,0.002639989
831.780,0.000288295
832.025,0.008485045
832.269,0.006914162
832.514,0.009403767
832.758,0.011050662
833.003,0.026353147
833.247,0.032763324
833.492,0.032700168
833.736,0.030603716
833.980,0.033152376
834.225,0.028725155
834.469,0.028995773
834.713,0.027794193
834.957,0.023395289
835.202,0.01805281
835.446,0.014382223
835.690,0.01409485
835.934,0.012499722
836.178,0.005838787
836.422,0.001222869
836.666,-0.000866187
836.910,0.005136941
837.154,0.005816554
837.398,0.01205373
837.642,0.011379835
837.885,0.014690103
838.129,0.007973691
838.373,0.008478983
838.617,0.007987174
838.860,0.005916843
839.104,0.00355246
839.348,0.001297783
839.591,0.000111009
839.835,0.002411966
840.078,-0.00179977
840.322,-0.005200576
840.565,-0.01258252
840.809,-0.014129689
841.052,-0.014480797
841.295,-0.005919553
841.539,-0.008809304
841.782,-0.001443372
842.025,-0.009177485
842.269,-0.006920769
842.512,-0.009125743
842.755,-0.007598203
842.998,-0.006692268
843.241,-0.009116251
843.484,-0.008991201
843.727,-0.005739409
843.970,-0.011403632
844.213,-0.012201934
844.456,-0.013453455
844.699,-0.009878103
844.942,-0.020633489
845.185,-0.011403613
845.428,-0.011141792
845.670,-0.005958087
845.913,-0.011718108
846.156,-0.01437983
846.398,-0.012868492
846.641,-0.012035846
846.884,-0.018626775
847.126,-0.013220406
847.369,-0.010222512
847.611,-0.01091997
847.854,-0.015775732
848.096,-0.009054784
848.339,-0.011121244
848.581,-0.012228035
848.823,-0.013988715
849.066,-0.011095295
849.308,-0.014225455
849.550,-0.012268977
849.792,-0.021197435
850.035,-0.012671746
850.277,-0.016444275
850.519,-0.016151641
850.761,-0.012800913
851.003,-0.009379333
851.245,-0.01523757
851.487,-0.017744695
851.729,-0.023507395
851.971,-0.018667511
852.213,-0.014204434
852.455,-0.01001858
852.696,-0.010001082
852.938,-0.002370698
853.180,-0.007125598
853.422,-0.000727186
853.663,-0.003022941
853.905,-0.005480618
854.147,-0.008834283
854.388,-0.003713388
854.630,-0.002678264
854.871,0.002593617
855.113,-0.007601829
855.354,-0.01234574
855.596,-0.013467676
855.837,-0.008291658
856.078,-0.008852685
856.320,-0.005184033
856.561,-0.011720779
856.802,-0.018302194
857.043,-0.018117361
857.284,-0.00950798
857.526,-0.012534436
857.767,-0.012413832
858.008,-0.012103218
858.249,-0.006356871
858.490,-0.004021716
858.731,-0.000637017
858.972,-0.002838263
859.213,-0.003490444
859.454,-0.006813106
859.694,-0.007089452
859.935,-0.003237217
860.176,-0.006100006
860.417,-0.01081617
860.657,-0.004790113
860.898,-0.001217364
861.139,-0.003429183
861.379,-0.001494316
861.620,-0.004499187
861.861,-0.005256694
862.101,-0.003301714
862.341,0.000567034
862.582,0.002625889
862.822,-0.004195679
863.063,-0.000211681
863.303,0.000964163
863.543,0.001819813
863.784,-0.003170406
864.024,-0.006824349
864.264,-0.006150053
864.504,-0.010519145
864.744,-0.007978906
864.985,-0.006338159
865.225,-0.01195054
865.465,-0.006809717
865.705,-0.004327344
865.945,0.001298951
866.185,-0.004987307
866.424,-0.004150183
866.664,-0.006415321
866.904,-0.00184178
867.144,0.001245448
867.384,0.007908812
867.624,0.01082888
867.863,0.011303571
868.103,0.013286227
868.343,0.012466498
868.582,0.001467073
868.822,0.000844928
869.061,5.25793E-05
869.301,0.007732345
869.540,0.014734337
869.780,0.018192432
870.019,0.013995009
870.258,0.011936362
870.498,0.004267933
870.737,0.002337651
870.976,0.006421351
871.216,0.00419549
871.455,0.0050595
871.694,0.00854862
871.933,0.012146707
872.172,0.020400765
872.411,0.012492471
872.650,0.011865695
872.889,0.010151585
873.128,0.003037567
873.367,0.000790822
873.606,0.010308395
873.845,0.007456316
874.084,0.004748427
874.323,0.00191971
874.561,0.00112216
874.800,0.007022216
875.039,0.000635777
875.277,-0.002245026
875.516,0.000989411
875.755,-0.007473644
875.993,-0.005695525
876.232,0.006465911
876.470,0.004599925
876.709,-0.00271612
876.947,-0.002486587
877.185,0.002914573
877.424,0.002701811
877.662,0.003825311
877.900,-0.00531937
878.139,-0.003228949
878.377,-0.00326262
878.615,-0.000378834
878.853,0.005213481
879.091,0.004396151
879.329,0.001193568
879.567,-0.000504633
879.805,-0.001147904
880.043,0.001120475
880.281,-0.002656612
880.519,-0.00758883
880.757,-0.002607731
880.995,0.002222015
881.233,0.00222038
881.471,0.000200767
881.708,0.002992077
881.946,0.00417272
882.184,0.002326754
882.421,0.001552594
882.659,0.014053322
882.896,0.016977355
883.134,0.017913993
883.372,0.01594499
883.609,0.026521996
883.846,0.024002959
884.084,0.023918641
884.321,0.027603972
884.559,0.028128178
884.796,0.025803778
885.033,0.024052239
885.270,0.021880807
885.508,0.021141989
885.745,0.013614066
885.982,0.016554112
886.219,0.017463277
886.456,0.022321404
886.693,0.016228312
886.930,0.009771754
887.167,0.013666648
887.404,0.012573679
887.641,0.011939813
887.878,0.011103521
888.114,0.005556727
888.351,0.01026391
888.588,0.009719703
888.825,0.012756777
889.061,0.008304445
889.298,0.007731152
889.535,-0.043978651
889.771,0.026061568
890.008,-0.015899815
890.244,0.026759013
890.481,0.003631585
890.717,0.011050857
